Bank,payLoan,2021-04-28T08:38:06.210
CurrencyExchange,convertTransfer,2021-04-28T08:38:06.210
CurrencyExchange,searchByCurrency,2021-04-28T08:38:06.210
BankAccount,withdraw,2021-04-28T08:38:06.211
Transfer,withdraw,2021-04-28T08:38:06.211
WriterFiles,writerAccountStatement,2021-04-28T08:38:06.211
Loan,payMonthlyRate,2021-04-28T08:38:06.211
Loan,valueMonthlyRate,2021-04-28T08:38:06.212
Loan,valueMonthlyRate,2021-04-28T08:38:06.212
Loan,valueMonthlyRate,2021-04-28T08:38:06.212
Bank,checkProviders,2021-04-28T08:38:06.212
WriterFiles,writerBank,2021-04-28T08:38:06.212
Bank,filterByDate,2021-04-28T08:38:06.218
AccountStatement,filterDate,2021-04-28T08:38:06.219
AccountStatement,myTypeOfDateSinceThereIsNoWayToDoItProperly,2021-04-28T08:38:06.219
ReaderFiles,readerAccountStatement,2021-04-28T08:38:06.223
WriterFiles,writerAccountStatementTemp,2021-04-28T08:38:06.230
Bank,filterByValue,2021-04-28T08:38:06.231
AccountStatement,filterValue,2021-04-28T08:38:06.231
ReaderFiles,readerAccountStatement,2021-04-28T08:38:06.231
WriterFiles,writerAccountStatementTemp,2021-04-28T08:38:06.232
Bank,filterByValue,2021-04-28T08:38:06.233
AccountStatement,filterDate,2021-04-28T08:38:06.233
ReaderFiles,readerAccountStatement,2021-04-28T08:38:06.233
WriterFiles,writerAccountStatementTemp,2021-04-28T08:38:06.234
Bank,checkProviders,2021-04-28T08:38:06.235
WriterFiles,writerBank,2021-04-28T08:38:06.236
ReaderFiles,updateReaders,2021-04-28T08:38:06.236
Bank,bankReaderUpdate,2021-04-28T08:38:06.237
Bank,bankAccountReaderUpdate,2021-04-28T08:38:06.237
DebitAccount,bankAccountReaderUpdate,2021-04-28T08:38:06.238
DebitAccount,bankAccountReaderUpdate,2021-04-28T08:38:06.238
SavingsAccount,bankAccountReaderUpdate,2021-04-28T08:38:06.238
Bank,cardReaderUpdate,2021-04-28T08:38:06.238
Card,cardReaderUpdate,2021-04-28T08:38:06.238
Card,cardReaderUpdate,2021-04-28T08:38:06.239
Bank,clientReaderUpdate,2021-04-28T08:38:06.239
Client,clientReaderUpdate,2021-04-28T08:38:06.239
Client,clientReaderUpdate,2021-04-28T08:38:06.239
Client,clientReaderUpdate,2021-04-28T08:38:06.240
ToProviders,toProviderReaderUpdate,2021-04-28T08:38:06.240
ProviderDB,providerDBReaderUpdate,2021-04-28T08:38:06.240
ProviderDB,providerDBReaderUpdate,2021-04-28T08:38:06.241
ProviderDB,providerDBReaderUpdate,2021-04-28T08:38:06.241
ProviderDB,providerDBReaderUpdate,2021-04-28T08:38:06.241
Bank,loanReaderUpdate,2021-04-28T08:38:06.241
Loan,loanReaderUpdate,2021-04-28T08:38:06.244
Loan,loanReaderUpdate,2021-04-28T08:38:06.245
Loan,loanReaderUpdate,2021-04-28T08:38:06.245
Loan,loanReaderUpdate,2021-04-28T08:38:06.245
